id,composition,log_conductivity,family,space_group_num,a,b,c,alpha,beta,gamma,has_cif,source,split,doi
dbs,Li6.5La3Zr1.5Ta0.5O12,-3.100179497572904,garnet,230.0,12.954,12.954,12.954,90.0,90.0,90.0,False,obelix,train,10.3389/fenrg.2016.00028
bt0,Li6.5La2.95Ba0.05Zr1.45Ta0.55O12,-3.079876673709276,garnet,230.0,12.949,12.949,12.949,90.0,90.0,90.0,False,obelix,train,10.3389/fenrg.2016.00028
dti,Li6.5La2.9Ba0.1Zr1.4Ta0.6O12,-3.078833949362261,garnet,230.0,12.944,12.944,12.944,90.0,90.0,90.0,False,obelix,train,10.3389/fenrg.2016.00028
7gm,Li6.5La2.8Ba0.2Zr1.3Ta0.7O12,-3.1999706407558657,garnet,230.0,12.952,12.952,12.952,90.0,90.0,90.0,False,obelix,train,10.3389/fenrg.2016.00028
c71,Li6.5La2.7Ba0.3Zr1.2Ta0.8O12,-3.3080348972326394,garnet,230.0,12.964,12.964,12.964,90.0,90.0,90.0,False,obelix,train,10.3389/fenrg.2016.00028
rgo,Li7La3Ta2O13,-5.576754126063192,garnet,230.0,12.82,12.82,12.82,90.0,90.0,90.0,False,obelix,train,10.1016/j.ssi.2009.07.002
zzr,Li10GeP2S12,-2.1191864077192086,,137.0,8.6877,8.6877,12.5827,90.0,90.0,90.0,True,obelix,train,10.1021/jacs.0c10735
kop,Li10Ge0.66Sn0.33P2S12,-2.193820026016113,,137.0,8.7068,8.7068,12.6394,90.0,90.0,90.0,True,obelix,train,10.1021/jacs.0c10735
rty,Li10Ge0.33Sn0.66P2S12,-2.318758762624413,,137.0,8.7182,8.7182,12.6876,90.0,90.0,90.0,True,obelix,train,10.1021/jacs.0c10735
kko,Li10SnP2S12,-2.42021640338319,,137.0,8.7297,8.7297,12.7428,90.0,90.0,90.0,True,obelix,train,10.1021/jacs.0c10735
liv_2,Li2OHBr,-6.26760624,Anti-Perovskite,,,,,,,,False,liverpool,train,10.1002/aenm.201700971
liv_3,Li2.4OH0.6Cl,-7.050609993,Anti-Perovskite,,,,,,,,False,liverpool,train,10.1002/aenm.201700971
liv_4,Li2.1OH0.9Cl,-7.09420412,Anti-Perovskite,,,,,,,,False,liverpool,train,10.1002/aenm.201700971
liv_5,Li2OHCl,-7.148130399,Anti-Perovskite,,,,,,,,True,liverpool,train,10.1002/aenm.201700971
liv_8,Li6PO5Cl,-9.0,Argyrodite,,,,,,,,True,liverpool,train,10.1002/zaac.201000121
liv_18,Li3.4Si0.4P0.6S4,-3.193820026,Thio-LISICON,,,,,,,,False,liverpool,train,10.1006/jssc.2002.9701
liv_21, Li6.4Al0.19La3Zr2O11.8,-3.508638306,Garnet,,,,,,,,False,liverpool,train,10.1016/j.jpowsour.2012.02.100
liv_22,La0.57Li0.29TiO3,-2.795880017,Perovskite,,,,,,,,False,liverpool,train,10.1016/j.jpowsour.2012.11.098
liv_23,Li6.5La3Zr1.75Te0.25O12,-3.972242795,Garnet,,,,,,,,False,liverpool,train,10.1016/j.jpowsour.2013.03.166
liv_24,Li7La3Zr2O12,-5.787812396,Garnet,,,,,,,,True,liverpool,train,10.1016/j.jssc.2009.05.020
liv_27,Li1.3Al0.3Ti1.7(PO4)3,-2.91721463,NASICON,,,,,,,,False,liverpool,train,10.1016/j.ssi.2016.07.010
liv_31,Li6.55La3Zr2Ga0.9O12,-2.886056648,Garnet,,,,,,,,False,liverpool,train,10.1021/cm5008069
liv_35,LiTi2(PO4)3,-6.416801226,NASICON,,,,,,,,True,liverpool,train,10.1021/jp973296c
liv_36,Li9.54Si1.74P1.44S11.7Cl0.3,-1.602059991,Thio-LISICON,,,,,,,,False,liverpool,train,10.1038/nenergy.2016.30
liv_37,Li10GeP2S12,-2.692503962,Thio-LISICON,,,,,,,,True,liverpool,train,10.1016/j.ssi.2015.02.014
liv_39,Li7P3S11,-2.494850022,Thio-LISICON,,,,,,,,True,liverpool,train,10.1039/C3EE41655K
liv_40,Li1.4Al0.4Ti1.6(PO4)3,-2.249491605,NASICON,,,,,,,,False,liverpool,train,10.1039/C5TA08545D
liv_41,Li6.46Al0.15La3Zr1.95O11.86,-4.080921908,Garnet,,,,,,,,False,liverpool,train,10.1016/j.ensm.2019.08.017
liv_44,Li3.25Ge0.25P0.75S4,-2.692503962,Thio-LISICON,,,,,,,,False,liverpool,train,10.1016/j.ssi.2015.02.014
liv_46,Li6.5La3Zr1.5Ta0.5O12,-3.100179498,Garnet,,,,,,,,False,liverpool,train,10.3389/fenrg.2016.00028
liv_59,La0.55Li0.361Ti0.995Al0.005O3,-2.958607315,Perovskite,,,,,,,,False,liverpool,train,10.1007/BF02375549
liv_60,La0.55Li0.36Ti0.992Al0.008O3,-3.184422252,Perovskite,,,,,,,,False,liverpool,train,10.1007/BF02375549
liv_64,Li0.022 La0.117 Ti0.208 Al0.001 O0.626,-2.89997427,Perovskite,,,,,,,,False,liverpool,train,10.1007/BF02378009
liv_79,Li0.24La0.59TiO3,-3.779891912,Perovskite,,,,,,,,False,liverpool,train,10.1007/s10717-007-0032-5
liv_84,"""(Li2S)0.5 ((P2S5)0.4 (Sb2S3)0.6)0.5""",-6.645891561,Glass,,,,,,,,False,liverpool,train,10.1007/s11581-006-0054-y
liv_85,"""(Li2S)0.3 ((P2S5)0.4 (Sb2S3)0.6)0.7""",-7.525783736,Glass,,,,,,,,False,liverpool,train,10.1007/s11581-006-0054-y
liv_86,"""(Li2S)0.4 ((P2S5)0.4 (Sb2S3)0.6)0.6""",-6.795880017,Glass,,,,,,,,False,liverpool,train,10.1007/s11581-006-0054-y
liv_92,Li6.25Ba1.25La1.75Ta2O12,-3.88941029,Garnet,,,,,,,,False,liverpool,train,10.1007/s11581-007-0097-8
liv_94,Li6.25Ba1.25La1.75Ta2O12,-4.568636236,Garnet,,,,,,,,False,liverpool,train,10.1007/s11581-007-0097-8
liv_95,Li5La3Ta2O12,-5.536107011,Garnet,,,,,,,,True,liverpool,train,10.1007/s11581-007-0097-8
liv_96,Li5La3Ta2O12,-5.882728704,Garnet,,,,,,,,True,liverpool,train,10.1007/s11581-007-0097-8
liv_98,Li1.3Al0.3Ti1.7(PO4)3,-6.283996656,NASICON,,,,,,,,False,liverpool,train,10.1007/s11581-007-0197-5
liv_99,Li1.3Al0.3Ti1.7(PO4)3,-6.477555766,NASICON,,,,,,,,False,liverpool,train,10.1007/s11581-007-0197-5
liv_103,LiP0.9I0.1O2.7,-3.400116928,Glass,,,,,,,,False,liverpool,train,10.1007/s11581-008-0252-x
liv_106,"""(LiCl)0.5 (P2O5)0.5""",-7.165859166,Glass,,,,,,,,False,liverpool,train,10.1007/s11581-008-0276-2
liv_115,Li0.5La0.5TiO3,-5.236572006,Perovskite,,,,,,,,False,liverpool,train,10.1016/j.jallcom.2009.07.091
liv_122,"""(Li2O)50 (Al2O3)2 (P2O5)48""",-8.500312917,Glass,,,,,,,,False,liverpool,train,10.1016/j.jeurceramsoc.2008.12.016
liv_128,"""(Li2O)50 (Al2O3)3 (P2O5)47""",-8.240332155,Glass,,,,,,,,False,liverpool,train,10.1016/j.jeurceramsoc.2008.12.016
liv_129,"""(Li2O)50 (Al2O3)4 (P2O5)46""",-8.040005162,Glass,,,,,,,,False,liverpool,train,10.1016/j.jeurceramsoc.2008.12.016
liv_134,"""(LiI)0.3 ((Li2S)0.3 ((Ga2S3)0.1 (GeS2)0.9)0.7)0.7""",-3.536107011,Glass,,,,,,,,False,liverpool,train,10.1016/j.ssi.2007.10.011
liv_135,"""(Li2S)0.3 ((Ga2S3)0.1 (GeS2)0.9)0.7""",-5.7242281,Glass,,,,,,,,False,liverpool,train,10.1016/j.ssi.2007.10.011
liv_147,"""(Li2S)0.7 (P2S5)0.3""",-2.494850022,Glass,,,,,,,,False,liverpool,train,10.1016/j.jpowsour.2006.04.037
liv_149,"""(Li2S)0.8 (P2S5)0.2""",-2.950781977,Glass,,,,,,,,False,liverpool,train,10.1016/j.jpowsour.2006.04.037
liv_150,"""(Li2S)0.875 (P2S5)0.125""",-3.677780705,Glass,,,,,,,,False,liverpool,train,10.1016/j.jpowsour.2006.04.037
liv_153,"""(LiCl)0.25 ((Li2O)0.6 (P2O5)0.4)0.75""",-5.610833916,Glass,,,,,,,,False,liverpool,train,10.1016/j.jpowsour.2008.07.089
liv_157,Li0.7Al0.3Ti1.7(PO4)3,-4.111820506,NASICON,,,,,,,,False,liverpool,train,10.1016/j.jpowsour.2008.08.009
liv_158,Li1.4S2.2P0.6,-2.698970004,Glass,,,,,,,,False,liverpool,train,10.1016/j.jpowsour.2008.09.044
liv_160,Li1.4S2.2P0.6,-4.363512104,Glass,,,,,,,,False,liverpool,train,10.1016/j.jpowsour.2008.09.044
liv_169,Li1.4Al0.4(Ge0.67Ti0.33)1.6(PO4)3,-3.170053304,NASICON,,,,,,,,False,liverpool,train,10.1016/j.ssi.2004.05.009
liv_172,Li1.4Al0.4Ti1.6(PO4)3,-3.037630664,NASICON,,,,,,,,False,liverpool,train,10.1016/j.ssi.2006.04.010
liv_181,Li1.4S2.2P0.6,-4.333482019,Glass,,,,,,,,False,liverpool,train,10.1016/j.ssi.2006.07.017
liv_185,"""(Li2S)0.5 ((Ga2S3)0.1 (GeS2)0.9)0.5""",-4.173925197,Glass,,,,,,,,False,liverpool,train,10.1016/j.ssi.2007.10.011
liv_189,"""(Li2S)0.4 ((Ga2S3)0.1 (GeS2)0.9)0.6""",-5.542118103,Glass,,,,,,,,False,liverpool,train,10.1016/j.ssi.2007.10.011
liv_197,Li6La2SrNb2O12,-6.2069084,Garnet,,,,,,,,False,liverpool,train,10.1016/j.ssi.2008.01.047
liv_211,Li0.1Na0.1La0.6TiO3,-4.211124884,Perovskite,,,,,,,,False,liverpool,train,10.1016/j.ssi.2008.03.015
liv_215,Li0.5La0.5TiO3,-4.555955204,Perovskite,,,,,,,,False,liverpool,train,10.1016/j.ssi.2008.08.013
liv_220,Li6BaLa2Ta2O12 ,-4.89279003,Garnet,,,,,,,,False,liverpool,train,10.1016/j.ssi.2008.10.022
liv_221,Li6CaLa2Ta2O12,-5.649751982,Garnet,,,,,,,,False,liverpool,train,10.1016/j.ssi.2008.10.022
liv_228,Li7La3Ta2O13,-5.576754126,Garnet,,,,,,,,False,liverpool,train,10.1016/j.ssi.2009.07.002
liv_235,Li0.24La0.59TiO3,-4.119186408,Perovskite,,,,,,,,False,liverpool,train,10.1016/j.ssi.2009.08.002
liv_236,Li0.5La0.5TiO3,-4.251037139,Perovskite,,,,,,,,False,liverpool,train,10.1016/j.ssi.2009.08.002
liv_250,LiGe2(PO4)3,-6.0,NASICON,,,,,,,,True,liverpool,train,10.1016/S0167-2738(97)00434-7
liv_252,Li4Nd3TeSbO12,-8.060480747,Garnet,,,,,,,,True,liverpool,train,10.1021/cm703677q
liv_255,"""(Li2O)50 (LiF)20 (P2O5)30""",-6.356547324,Glass,,,,,,,,False,liverpool,train,10.1134/S1023193509050048
liv_268,Li9SiAlO8,-6.638272164,Glass,,,,,,,,False,liverpool,train,10.1149/1.1836980
liv_285,Li6BaLa2Ta2O12,-4.647817482,Garnet,,,,,,,,False,liverpool,train,10.1149/1.2800764
liv_288,Li6SrLa2Ta2O12,-4.860120914,Garnet,,,,,,,,False,liverpool,train,10.1149/1.2800764
liv_289,Li6Sr0.5Ba0.5La2Ta2O12,-5.092588639,Garnet,,,,,,,,False,liverpool,train,10.1149/1.2800764
liv_290,Li6Sr0.5Ba0.5La2Ta2O12,-5.189767482,Garnet,,,,,,,,False,liverpool,train,10.1149/1.2800764
liv_300,Li3.2Ge0.2P0.8S4,-3.26760624,Thio-LISICON,,,,,,,,False,liverpool,train,10.1149/1.1379028
liv_310,Li1.3Al0.1Sc0.2Ti1.7(PO4)3,-3.370590401,NASICON,,,,,,,,False,liverpool,train,10.1007/s10008-012-1780-x
liv_312,Li1.15Fe0.15Ti1.85(PO4)3,-3.282329497,NASICON,,,,,,,,False,liverpool,train,10.1007/s11164-013-1348-0
liv_313,LiTi2(PO4)3,-4.142667504,NASICON,,,,,,,,True,liverpool,train,10.1007/s11164-013-1348-0
liv_326,LiHfTi(PO4)3,-6.249491605,NASICON,,,,,,,,False,liverpool,train,10.1016/0025-5408(89)90129-3
liv_327,Li0.2Zr1.2Nb0.8(PO4)3,-6.623423043,NASICON,,,,,,,,False,liverpool,train,10.1016/0025-5408(89)90129-3
liv_332,Li1.6Ga0.6Ti1.4(PO4)3,-4.886056648,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(86)90176-1
liv_334,Li1.8Sc0.8Ti1.2(PO4)3,-3.055517328,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(86)90179-7
liv_342,LiTi1.8Zr0.2(PO4)3,-7.070581074,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(86)90179-7
liv_343,LiTi0.5Zr1.5(PO4)3,-7.207608311,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(86)90179-7
liv_346,LiTiZr(PO4)3,-7.397940009,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(86)90179-7
liv_350,Li1.2Al1.1Ta0.9(PO4)3,-6.187086643,NASICON,,,,,,,,False,liverpool,train,10.1039/A807007E
liv_358,Li1.5Cr0.5Ti1.5(PO4)3,-3.407823243,NASICON,,,,,,,,False,liverpool,train,10.1149/1.2086597
liv_359,Li1.6Cr0.6Ti1.4(PO4)3,-3.832682665,NASICON,,,,,,,,False,liverpool,train,10.1149/1.2086597
liv_360,Li1.3Cr0.3Ti1.7 (PO4)3,-4.452225295,NASICON,,,,,,,,False,liverpool,train,10.1149/1.2086597
liv_361,Li1.3Cr0.3Ge1.7(PO4)3,-4.432973634,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(88)90368-2
liv_362,Li3Al0.4Sc1.6(PO4)3,-4.89279003,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(93)90015-U
liv_363,Li1.2Fe0.2Hf1.8(PO4)3,-3.769551079,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(93)90387-I
liv_364,Li1.2In0.2Hf1.8(PO4)3,-3.879426069,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(93)90387-I
liv_368,Li1.2Lu0.2Hf1.8(PO4)3,-4.009217308,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(93)90387-I
liv_369,Li1.2Y0.2Hf1.8(PO4)3,-4.496209317,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(93)90387-I
liv_370,Li1.1Y0.1Hf1.9(PO4)3,-4.037157319,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(93)90387-I
liv_371,Li1.2Sc0.2Hf1.8(PO4)3,-4.232102384,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(93)90387-I
liv_372,Li1.3Sc0.3Hf1.7(PO4)3,-4.079876674,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(93)90387-I
liv_373,Li1.1Lu0.1Hf1.9(PO4)3,-4.230622674,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(93)90387-I
liv_374,Li1.4Y0.4Hf1.6(PO4)3,-4.679853714,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(93)90387-I
liv_376,Li1.3Fe0.3Hf1.7(PO4)3,-4.26760624,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(93)90387-I
liv_377,Li1.3Lu0.3Hf1.7(PO4)3,-4.448550002,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(93)90387-I
liv_378,Li1.3Y0.3Hf1.7(PO4)3,-4.496209317,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(93)90387-I
liv_380,Li1.4Lu0.4Hf1.6(PO4)3,-4.68613278,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(93)90387-I
liv_381,Li1.1In0.1Hf1.9(PO4)3,-6.0,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(93)90387-I
liv_382,Li1.3Cr0.3Hf1.7(PO4)3,-6.279014256,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(93)90387-I
liv_383,Li1.2Cr0.2Hf1.8(PO4)3,-6.595166283,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(93)90387-I
liv_386,Li1.3Eu0.3Ti1.7(PO4)3,-4.22184875,NASICON,,,,,,,,False,liverpool,train,10.1016/0167-2738(94)90299-2
liv_387,LiZr2(PO4)3,-5.48148606,NASICON,,,,,,,,True,liverpool,train,10.1016/0167-2738(90)90188-W
liv_388,LiHf2(PO4)3,-5.420216403,NASICON,,,,,,,,False,liverpool,train,10.1016/B978-0-08-021592-1.50024-6
liv_390,Li1.15Y0.15Zr1.85(PO4)3,-4.148741651,NASICON,,,,,,,,False,liverpool,train,10.1016/j.jpowsour.2013.03.175
liv_391,LiZr2(PO4)3,-7.301029996,NASICON,,,,,,,,True,liverpool,train,10.1016/j.jpowsour.2013.03.175
liv_397,Li1.02Zr1.98Y0.02(PO4)3,-6.93930216,NASICON,,,,,,,,False,liverpool,train,10.1016/j.ssi.2003.12.037
liv_398,Li0.9Zr1.9Nb0.1(PO4)3,-5.869666232,NASICON,,,,,,,,False,liverpool,train,10.1016/j.ssi.2003.12.037
liv_399,Li0.98Zr1.98Nb0.02(PO4)3,-6.602059991,NASICON,,,,,,,,False,liverpool,train,10.1016/j.ssi.2003.12.037
liv_402,Li1.3Al0.1Y0.2Ti1.7(PO4)3,-4.13667714,NASICON,,,,,,,,False,liverpool,train,10.1016/j.ssi.2012.05.011
liv_403,Li1.3Al0.15Y0.15Ti1.7(PO4)3,-4.721246399,NASICON,,,,,,,,False,liverpool,train,10.1016/j.ssi.2012.05.011
liv_404,Li1.4Al0.4Ge0.2Ti1.4(PO4)3,-2.88941029,NASICON,,,,,,,,False,liverpool,train,10.1016/j.ssi.2013.09.022
liv_406,Li1.4Al0.4Ge1.6(PO4)3,-3.752026734,NASICON,,,,,,,,False,liverpool,train,10.1016/j.ssi.2013.09.022
liv_408,Li2CrZr(PO4)3,-6.228412519,NASICON,,,,,,,,False,liverpool,train,10.1016/S0167-2738(96)00565-6
liv_409,Li2CrTi(PO4)3,-6.355561411,NASICON,,,,,,,,True,liverpool,train,10.1016/S0167-2738(96)00565-6
liv_410,Li2FeTi(PO4)3,-6.476253533,NASICON,,,,,,,,True,liverpool,train,10.1016/S0167-2738(96)00565-6
liv_411,Li2FeZr(PO4)3,-6.841637508,NASICON,,,,,,,,True,liverpool,train,10.1016/S0167-2738(96)00565-6
liv_412,Li2InZr(PO4)3,-7.085128182,NASICON,,,,,,,,False,liverpool,train,10.1016/S0167-2738(96)00565-6
liv_413,Li2InHf(PO4)3,-7.562249437,NASICON,,,,,,,,False,liverpool,train,10.1016/S0167-2738(96)00565-6
liv_421,Li1.7Al0.7Ge1.3(PO4)3,-3.823908741,NASICON,,,,,,,,False,liverpool,train,10.1016/S0955-2219(99)00055-2
liv_422,Li1.5Al0.5Ge1.5(PO4)3,-3.552841969,NASICON,,,,,,,,False,liverpool,train,10.1016/S0955-2219(99)00055-2
liv_423,Li1.6Al0.6Ge1.4(PO4)3,-3.853871964,NASICON,,,,,,,,False,liverpool,train,10.1016/S0955-2219(99)00055-2
liv_424,Li1.3Al0.3Ge1.7(PO4)3,-4.408935393,NASICON,,,,,,,,False,liverpool,train,10.1016/S0955-2219(99)00055-2
liv_425,Li1.7Al0.7Ti1.3(PO4)3,-4.431798276,NASICON,,,,,,,,False,liverpool,train,10.1016/S0955-2219(99)00055-2
liv_426,Li1.1Al0.1Ti1.9(PO4)3,-4.522878745,NASICON,,,,,,,,False,liverpool,train,10.1016/S0955-2219(99)00055-2
liv_427,Li1.1Al0.1Ge1.9(PO4)3,-5.537602002,NASICON,,,,,,,,False,liverpool,train,10.1016/S0955-2219(99)00055-2
liv_430,Li1.5Al0.5Ti1.5(PO4)3,-4.958607315,NASICON,,,,,,,,False,liverpool,train,10.1021/cm010528i
liv_431,Li1.05Al0.05Ti1.95(PO4),-5.853871964,NASICON,,,,,,,,False,liverpool,train,10.1021/cm010528i
liv_432,Li1.6Al0.6Ge0.8Ti0.6(PO4)3,-3.958607315,NASICON,,,,,,,,False,liverpool,train,10.1021/cm021717j
liv_433,Li1.4Al0.4Ge1.0Ti0.6(PO4)3,-4.096910013,NASICON,,,,,,,,False,liverpool,train,10.1021/cm021717j
liv_434,Li1.8Al0.8Ge0.8Ti0.4(PO4)3,-4.15490196,NASICON,,,,,,,,False,liverpool,train,10.1021/cm021717j
liv_435,Li1.4Al0.4Ge0.8Ti0.8(PO4)3,-4.22184875,NASICON,,,,,,,,False,liverpool,train,10.1021/cm021717j
liv_436,Li1.6Al0.6Ge1.0Ti0.4(PO4)3,-4.301029996,NASICON,,,,,,,,False,liverpool,train,10.1021/cm021717j
liv_437,Li1.2Al0.2Ge0.8Ti(PO4)3,-4.522878745,NASICON,,,,,,,,False,liverpool,train,10.1021/cm021717j
liv_438,Li1.2Al0.2Ge1.0Ti0.8(PO4)3,-4.522878745,NASICON,,,,,,,,False,liverpool,train,10.1021/cm021717j
liv_439,Li1.8Al0.8Ge1.0Ti0.2(PO4)3,-4.522878745,NASICON,,,,,,,,False,liverpool,train,10.1021/cm021717j
liv_441,LiGe2(PO4)3,-6.142667504,NASICON,,,,,,,,True,liverpool,train,10.1021/jp9085602
liv_459,Li1.2In0.2Ti1.8(PO4)3,-3.396855627,NASICON,,,,,,,,False,liverpool,train,10.1149/1.2086597
liv_460,Li1.4Fe0.4Ti1.6(PO4)3,-3.413412695,NASICON,,,,,,,,False,liverpool,train,10.1149/1.2086597
liv_461,Li1.4In0.4Ti1.6(PO4)3,-3.522878745,NASICON,,,,,,,,False,liverpool,train,10.1149/1.2086597
liv_462,Li1.5In0.5Ti1.5(PO4)3,-3.690369833,NASICON,,,,,,,,False,liverpool,train,10.1149/1.2086597
liv_463,Li1.5Fe0.5Ti1.5(PO4)3,-3.756961951,NASICON,,,,,,,,False,liverpool,train,10.1149/1.2086597
liv_464,Li1.4Cr0.4Ti1.6(PO4)3,-3.823908741,NASICON,,,,,,,,False,liverpool,train,10.1149/1.2086597
liv_465,Li1.5Y0.5Ti1.5(PO4)3,-4.2644011,NASICON,,,,,,,,False,liverpool,train,10.1149/1.2086597
liv_466,Li1.2Cr0.2Ti1.8(PO4)3,-4.73754891,NASICON,,,,,,,,False,liverpool,train,10.1149/1.2086597
liv_467,Li1.2La0.2Ti1.8(PO4)3,-3.277366077,NASICON,,,,,,,,False,liverpool,train,10.1149/1.2096693
liv_468,Li1.3La0.3Ti1.7(PO4)3,-3.277366077,NASICON,,,,,,,,False,liverpool,train,10.1149/1.2096693
liv_469,Li1.4La0.4Ti1.6(PO4)3,-3.303643611,NASICON,,,,,,,,False,liverpool,train,10.1149/1.2096693
liv_470,Li1.5La0.5Ti1.5(PO4)3,-3.549750892,NASICON,,,,,,,,False,liverpool,train,10.1149/1.2096693
liv_471,LiSn2(PO4)3,-8.698970004,NASICON,,,,,,,,True,liverpool,train,10.1149/1.2220723
liv_472,Li1.3Sc0.3Ge1.7(PO4)3,-4.525783736,NASICON,,,,,,,,False,liverpool,train,10.1246/bcsj.65.2200
liv_473,Li1.5Ga0.5Ge1.5(PO4)3,-3.931814138,NASICON,,,,,,,,False,liverpool,train,10.1246/bcsj.65.2200
liv_474,Li1.3Cr0.3Ge1.7(PO4)3,-4.612610174,NASICON,,,,,,,,False,liverpool,train,10.1246/bcsj.65.2200
liv_475,Li1.3Fe0.3Ge1.7(PO4)3,-4.435333936,NASICON,,,,,,,,False,liverpool,train,10.1246/bcsj.65.2200
liv_476,Li1.5Sc0.5Ge1.5(PO4)3,-4.600326279,NASICON,,,,,,,,False,liverpool,train,10.1246/bcsj.65.2200
liv_477,Li1.7Fe0.7Ge1.3(PO4)3,-4.625251654,NASICON,,,,,,,,False,liverpool,train,10.1246/bcsj.65.2200
liv_478,Li1.7Ga0.7Ge1.3(PO4)3,-4.614393726,NASICON,,,,,,,,False,liverpool,train,10.1246/bcsj.65.2200
liv_479,Li1.3In0.3Ge1.7(PO4)3,-5.035269079,NASICON,,,,,,,,False,liverpool,train,10.1246/bcsj.65.2200
liv_480,Li1.5In0.5Ge1.5(PO4)3,-5.240332155,NASICON,,,,,,,,False,liverpool,train,10.1246/bcsj.65.2200
liv_481,Li1.45Al0.45Ge0.2Ti1.35(PO4)3,-2.995678626,NASICON,,,,,,,,False,liverpool,train,10.3389/fenrg.2016.00012
liv_482,Li1.40Al0.4Ge0.2Ti1.4(PO4)3,-3.0,NASICON,,,,,,,,False,liverpool,train,10.3389/fenrg.2016.00012
liv_483,Li1.50Al0.50Ge0.2Ti1.3(PO4)3,-3.132532512,NASICON,,,,,,,,False,liverpool,train,10.3389/fenrg.2016.00012
liv_484,Li1.35Al0.35Ge0.2Ti1.45(PO4)3,-3.209011525,NASICON,,,,,,,,False,liverpool,train,10.3389/fenrg.2016.00012
liv_485,Li1.55Al0.55Ge0.2Ti1.25(PO4)3,-4.153662888,NASICON,,,,,,,,False,liverpool,train,10.3389/fenrg.2016.00012
liv_486,Li1.45Al0.45Ti1.55(PO4),-3.537602002,NASICON,,,,,,,,False,liverpool,train,10.5796/electrochemistry.82.870
liv_488,Li7Ge3PS12,-3.958607315,Thio-LISICON,,,,,,,,False,liverpool,train,10.1016/j.jssc.2016.12.001
liv_489,Li3.2PO3.1N0.7,-6.301029996,LISICON,,,,,,,,False,liverpool,train,10.1016/j.ssi.2005.10.021
liv_495,LiFePO4 ,-8.958607315,Olivine,,,,,,,,True,liverpool,train,10.1016/j.ssi.2008.06.028
liv_496,Li1.3Al0.3Ti1.7(PO4)3,-2.522878745,NASICON,,,,,,,,False,liverpool,train,10.1016/S0955-2219(99)00055-2
liv_499,Li6PS5Cl,-3.270025714,Argyrodite,,,,,,,,True,liverpool,train,10.1016/j.ssi.2012.06.008
liv_500,Li6PS5Cl,-3.424812155,Argyrodite,,,,,,,,True,liverpool,train,10.1016/j.ssi.2012.06.008
liv_502,Li4P2S6,-6.590066877,Glass,,,,,,,,True,liverpool,train,10.1016/j.ssi.2015.10.015
liv_504,Li3OBr,-5.974694135,Anti-Perovskite,,,,,,,,True,liverpool,train,10.1016/j.ssi.2015.11.027
liv_505,"""(Li2O)50((SeO2)0.5 (B2O3)0.5)50""",-6.122628654,Glass,,,,,,,,False,liverpool,train,10.1016/S0167-2738(02)00137-6
liv_534,LiTi2P3O12,-6.397940009,NASICON,,,,,,,,True,liverpool,train,10.1016/0167-2738(94)90332-8
liv_535,LiZr2P3O12,-7.301029996,NASICON,,,,,,,,True,liverpool,train,10.1016/0167-2738(94)90332-8
liv_537,Li1.6Al0.6Ge1.4 (PO4)3,-3.420216403,Glass-Ceramic,,,,,,,,False,liverpool,train,10.1016/S0167-2738(97)00434-7
liv_539,Li6.25PS5.25Cl0.75,-1.853871964,Argyrodite,,,,,,,,False,liverpool,train,10.1016/j.apsusc.2019.07.041
liv_540,Li3.8Ge0.8P0.2O4,-5.987162775,LISICON,,,,,,,,False,liverpool,train,10.1021/acs.chemmater.8b01504
liv_541,Li3PO4,-12.75696195,LISICON,,,,,,,,True,liverpool,train,10.1021/acs.chemmater.8b01504
liv_542,Li3VO4,-13.03621217,LISICON,,,,,,,,True,liverpool,train,10.1021/acs.chemmater.8b01504
liv_543,Li3.2Ge0.2P0.8O4,-5.943095149,LISICON,,,,,,,,False,liverpool,train,10.1021/acs.chemmater.8b01504
liv_544,Li3V0.6P0.4O4,-12.44977165,LISICON,,,,,,,,False,liverpool,train,10.1021/acs.chemmater.8b01504
liv_546,Li3P0.2V0.8O4,-12.88438949,LISICON,,,,,,,,False,liverpool,train,10.1021/acs.chemmater.8b01504
